,Address,Bld_link,Companies,Completed,Current use,Demolished,Heritage,Image,Name,Notes,Style,Type
765,208-210 Adelaide Street West Entertainment District Toronto,show_building.php?BuildingID=3228,,unknown,Office,,King-Spadina Heritage Conservation District,/tobuilt_bk/php/Buildingimages/208-210AdelaideW.jpg,208-210 Adelaide Street West,,Edwardian classical,Low-rise
766,60 Atlantic Avenue Liberty Toronto,show_building.php?BuildingID=5211,"['F. H. Herbert', 'Quadrangle Architects Ltd.']",1901/2012,Office,,Designated under Part IV Ontario Heritage Act,/tobuilt_bk/php/Buildingimages/094d4c6e.jpg,St. David's Wine Growers Company Building,"In 1991, this building became offices for Artscape and also houses artists studios. In 2012, the building changed hands to developer Hullmark, who did an extensive retrofit of the building into a commercial office space for INVIVO Communications.",Edwardian classical,Low-rise
767,109 Atlantic Avenue Liberty Toronto,show_building.php?BuildingID=8104,['IBI Group'],1906,Commercial,,Heritage property,/tobuilt_bk/php/Buildingimages/109AtlanticAve2.jpg,Barrymore Building,This industrial building was originally used for the manufacture of glass and china. It was converted during 2007 into a commercial property.,Edwardian classical,Industrial
768,47 Bathurst Street Fashion District Toronto,show_building.php?BuildingID=3311,['Isadore Feldman'],1912,Office,,King-Spadina Heritage Conservation District,/tobuilt_bk/php/Buildingimages/AmericanHatFrameBldg1.jpg,American Hat Frame Building,"The American Hat Frame Building is architecturally significant as a well-designed example of
the tall commercial building type that is distinguished by its geometrical ornamentation. Located
on the east side of Bathurst Street between Front and King Streets, the building contributes
contextually to the character of the King-Spadina neighbourhood as it developed as an industrial
area in the early 20th century. The heritage attributes of the building are found on the exterior walls and roof with attention
focused on the principal (west) faÃ§ade and north wall on Bathurst Street. Rising four stories
above a basement, the steel-frame and brick structure is clad with red brick and trimmed with
stone and contrasting brick. The three-bay principal (west) facade features a Classical
organization of base, shaft and attic with stone string courses dividing the parts. The main
entrance, located at street level in the right (south) bay, is recessed in a simple channelled stone
surround that extends to the height of the first-floor openings. The commercial windows
introduced in the basement are repeated in the shaft, where they display recessed brick panels.
The openings are divided vertically by yellow brickwork in the form of decorative piers
connected at top and bottom by geometrical motifs. The ornament is continued in the attic level
above and between the segmental-headed window openings. The regular pattern of fenestration
and the decoration are repeated on the north elevation along Wellington Street West, while the
south wall has segmental-headed openings.",Edwardian classical,Mid-rise
769,105 Bernard Avenue The Annex Toronto,show_building.php?BuildingID=10590,,1900s,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/3baaf20f.jpg,105 Bernard Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a side hall plan, was constructed during the period of significance between 1885 and 1925 in an eclectic Edwardian style with features similar to 108 and 110 Madison Avenue. Shared features, suggesting similar roots, are the front facing partly stepped parapet gable,  bay windows, planar treatment, flat stone detailing.",Edwardian classical,Detached house
770,94-98b Beverley Street Grange Park Toronto,show_building.php?BuildingID=9384,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/94-98bBeverley.jpg,94-98b Beverley Street,,Edwardian classical,Low-rise
771,80 Birmingham Street New Toronto Etobicoke,show_building.php?BuildingID=9005,,1926,Office,,Heritage property,/tobuilt_bk/php/Buildingimages/BellBirminghamSt.jpg,Birmingham Business Centre,This building was originally a switching station for the Bell Telephone Company of Canada. The structure has been converted to an office building known as the Birmingham Business Centre.,Edwardian classical,Low-rise
772,140 Birmingham Street New Toronto Etobicoke,show_building.php?BuildingID=8758,,unknown,Abandoned,,No heritage status,/tobuilt_bk/php/Buildingimages/BirminghamStAbandoned.jpg,New Toronto Hydro Station,The address for this building is an approximation.,Edwardian classical,Low-rise
773,2001 Bloor Street West Swansea Toronto,show_building.php?BuildingID=9838,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/VillageGateApts1.jpg,Village Gate Apartments,,Edwardian classical,Mid-rise
774,664 Broadview Avenue Riverdale Toronto,show_building.php?BuildingID=8614,,1909,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/664BroadviewAve.jpg,Robert Boyd House,,Edwardian classical,Detached house
775,670 Broadview Avenue Riverdale Toronto,show_building.php?BuildingID=8001,,1909,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/670BroadviewAve1.jpg,John Treloar House,,Edwardian classical,Detached house
776,672 Broadview Avenue Riverdale Toronto,show_building.php?BuildingID=8002,,1908,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/672BroadviewAve1.jpg,Frederick Booz House,,Edwardian classical,Detached house
777,674 Broadview Avenue Riverdale Toronto,show_building.php?BuildingID=8613,,1910,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/674BroadviewAve.jpg,Robert Fair House,,Edwardian classical,Detached house
778,682 Broadview Avenue Riverdale Toronto,show_building.php?BuildingID=8611,,1909,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/682BroadviewAve.jpg,William Hiltz House,,Edwardian classical,Detached house
779,688 Broadview Avenue Riverdale Toronto,show_building.php?BuildingID=8612,,1916,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/688BroadviewAve.jpg,Frank Hallman House,,Edwardian classical,Detached house
780,385 Brunswick Avenue The Annex Toronto,show_building.php?BuildingID=9222,"['ERA Architects Inc.', 'Neil G. Beggs']",1914,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/TheLoretto1.jpg,The Loretto,,Edwardian classical,Mid-rise
781,181 Carlaw Avenue Riverdale Toronto,show_building.php?BuildingID=9270,,unknown,Office,,No heritage status,/tobuilt_bk/php/Buildingimages/181CarlawAve.jpg,181 Carlaw Avenue,,Edwardian classical,Low-rise
782,198 Carlton Street Church-Wellesley Toronto,show_building.php?BuildingID=9495,,unknown,Commercial,,Cabbagetown Northwest Heritage Conservation District,/tobuilt_bk/php/Buildingimages/198CarltonSt.jpg,198 Carlton Street,,Edwardian classical,Commercial block
783,240 Carlton Street Cabbagetown Toronto,show_building.php?BuildingID=9458,,unknown,Commercial,,Cabbagetown Northwest Heritage Conservation District,/tobuilt_bk/php/Buildingimages/240CarltonSt.jpg,240 Carlton Street,,Edwardian classical,Low-rise
784,252 Carlton Street Cabbagetown Toronto,show_building.php?BuildingID=9449,,unknown,Commercial,,Cabbagetown Northwest Heritage Conservation District,/tobuilt_bk/php/Buildingimages/252CarltonSt.jpg,252 Carlton Street,,Edwardian classical,Low-rise
785,125 Chatsworth Drive Lawrence Park Toronto,show_building.php?BuildingID=11137,,1936,Educational,,,/tobuilt_bk/php/buildingimagesmedum/4ad8179b.jpg,Lawrence Park Collegiate Institute,,Edwardian classical,School
786,3 Church Street St. Lawrence Toronto,show_building.php?BuildingID=2834,,1914,Office,,St. Lawrence Neighbourhood Heritage Conservation District,/tobuilt_bk/php/Buildingimages/3Church1.jpg,3 Church Street,"This propertyâs contribution lies in its historic relation to the rail lines;
its historic role in the economic intensification of the District in the
late 19th century and its relation to the topography of Church Street
which reflects the early 19th century shoreline and subsequent infill.
The structure also contributes to the physical character of the District
through its materiality (red brickwork with stone detailing) and its
Edwardian architecture.",Edwardian classical,Mid-rise
787,596 Church Street Church-Wellesley Toronto,show_building.php?BuildingID=10627,['Stanley A. Waggett'],1910,Residential,,Designated under Part IV Ontario Heritage Act,/tobuilt_bk/php/Buildingimages/065ff1b4.jpg,Gloucester Mansions (Church Street),"Situated in the area associated with Dundonald Estate. Gloucester mansions incorporate the 2Â½-storey west section of  Wallace Millichamp House. The building has an L-shaped plan with a flat roof.

In 2011, a condo was almost built in place of Gloucester Mansions and its neighbours - but the property owner thankfully withdrew the plans at the last minute. 

There is a second Â´Gloucester MansionsÂ´ apartment building at 67 Gloucester Street.",Edwardian classical,Low-rise
788,14 College Street Downtown Toronto,show_building.php?BuildingID=2469,['Gordon & Helliwell'],1910,Office,,Historic Yonge Street Heritage Conservation District,/tobuilt_bk/php/Buildingimages/UpperCanadaBibleSociety1.jpg,Upper Canada Bible Society Building,"This is a two part building. The base building is a 2 storey, limestone Edwardian Beaux Arts Classical Revival building. It has a substantial entablature with projecting cornice, fine modillions, and a plain frieze with two laurel wreath bosses at the end and a stepped architrave. The facade below is divided into three parts with a central recessed portico framed by two Ionic columns. The upper building, above the base building entablature, is a 4 storey, limestone-clad addition in a classical Art Deco Style. The facade follows the profile of the lower building. The recessed central bay has 4 window openings divided by tall receded pilasters terminating at simplified capitals below a simple, shallow, banded entablature.",Edwardian classical,Mid-rise
789,20 College Street Downtown Toronto,show_building.php?BuildingID=10518,,1956,,,Historic Yonge Street Heritage Conservation District,/tobuilt_bk/php/Buildingimages/011c3516.jpg,Fran´s Restaurant & Bar,"This is a 2 storey, red brick building designed in a Modern style. It has a 3rd storey roof addition that steps back. The Base faÃ§ade has a brick frame around a two storey glass wall with a large projecting canopy between ground and second fl. At the ground floor there is a multi panel storefront that opens to a small exterior seating terrace. At the third floor, the 2nd floor roof deck includes a perimeter railing an canopy structure. At the 4th floor the 3rd floor roof deck includes a second arched canopy structure. The heritage contribution of the building is primarily in the original base building.",Edwardian classical,Low-rise
790,229 College Street Chinatown Toronto,show_building.php?BuildingID=3124,['Herbert G. Paull'],1913,Office,,No heritage status,/tobuilt_bk/php/Buildingimages/InstituteChristianStudies1.jpg,University of Toronto St. George Campus; 229 College Street,"Originally called the ""Oddfellows Building""",Edwardian classical,Mid-rise
791,2054 Davenport Road The Junction Toronto,show_building.php?BuildingID=5768,,1914,Police station,,No heritage status,/tobuilt_bk/php/Buildingimages/CarletonVillagePSSouthBldg.jpg,Toronto Police Service 11 Division,"A two-storey brick school built by West Toronto Junction Public School Board was built on the site in 1889. It was later replaced by the Neoclassical Edwardian, three-storey school building in 1914. A swimming pool was added in 1919 and further additions in 1931.

In 1989, the school merged with the nearby Osler Public School (now Carleton Village Junior and Senior Sports and Wellness Academy), with this building deemed as the South Building. 

In 2011, the building was converted to use as the Toronto Police Service 11 Division. The 1960s addition was demolished and replaced by a new addition for the police station. The original 1914 building was retained.",Edwardian classical,School
792,194 Dowling Avenue Parkdale Toronto,show_building.php?BuildingID=10057,['Hilditch Architect'],1912,Abandoned,,Designated under Part IV Ontario Heritage Act,/tobuilt_bk/php/Buildingimages/faaa3546.jpg,Parkdale Mansions,"This building was the site of a serious fire in September, 1998, which killed two residents. Once home to Edmond Yu, a schizophrenic who was shot by police in 1997, the building has been transformed into Â´Edmond PlaceÂ´, a 29-unit living space for current and recovering psychiatric patients.",Edwardian classical,Low-rise
793,1130-1138 Dundas Street West Little Italy Toronto,show_building.php?BuildingID=8831,,unknown,Commercial,,No heritage status,/tobuilt_bk/php/Buildingimages/1130-1138DundasStW1.jpg,1130-1138 Dundas Street West,,Edwardian classical,Commercial block
794,18 Eastern Avenue  Corktown Toronto,show_building.php?BuildingID=11068,,1915,,,,/tobuilt_bk/php/Buildingimages/db1c0755.jpg,18 Eastern Avenue,"18 Eastern Avenue is a three-storey brick, commercial / residential, building with an established history dating back to 1915. Prior to this date the original structure was a two-storey wood frame building. Its exterior is in excellent condition and its Edwardian style is the only edifice left of its kind between Trinity and Sackville Streets. Located on the eastside of Gilead Place, #18 Eastern Avenue, is a heritage bookend structure to âlistedâ row houses located at the north end of Gilead Place, numbers 457-461 King Street East (part of Wilkins Row). 

The history of Eastern Avenue, especially that of the area east of Trinity Street, is associated with the Macedonians, and people of Balkan origin, whose history in Corktown during the early 1900s is documented.  By 1905, approximately 500 Macedonians, Bulgarians and other people of Balkan origin were living in Corktown, and by 1910, the number of such settlers to Toronto had doubled. Many of these people worked in nearby factories while others operated businesses throughout the neighbourhood including mom-and-pop storefronts along Eastern Avenue.  Deeply committed to their religion and culture, Corktownâs Macedonian community raised money to establish a church at Trinity and Eastern Avenue in 1910. 

Mr. Haji D.Peroff, founding member and owner of 18 Eastern Avenue, played a key role in the purchase of the church property. Hence, to demolish #18 Eastern Avenue, at the north-east corner Eastern Avenue and Gilead Place (former â H.D. Peroff â grocery store), will erase a significant part of Corktownâs built and cultural history. 

  Lillian Petroff, Sojourners and Settlers: The Macedonian Community in Toronto to 1940 (Toronto: Multicultural History Society of Ontario, 1995), 19-23.
  Coralina R. Lemos, Corktown History, researcher and historian.

  Lillian Petroff, Sojourners and Settlers: The Macedonian Community in Toronto to 1940 (Toronto: Multicultural History Society of Ontario, 1995), 91-108.

A Demolition Permit  (17205230) was issued in September 2017",Edwardian classical,Commercial/Residential
795,40 Erskine Avenue North Toronto Toronto,show_building.php?BuildingID=7698,"['John Anthony', 'Langley & Howland']",1888,Educational,,Heritage property,/tobuilt_bk/php/Buildingimages/JohnFisherPublic1.jpg,John Fisher Public School,,Edwardian classical,School
796,245 Fairlawn Avenue Bedford Park Toronto,show_building.php?BuildingID=11136,,1927,Educational,,,/tobuilt_bk/php/Buildingimages/3761d9fd.jpg,John Wanless Junior Public School,"1926: Township of York Board decided that new school was to be named after John Wanless, a Township of York council member, alderman, member of the Board of education, and businessman. 

February 15, 1926: Classes began on site in two portables as an annex to Bedford Park School. By September, the number of students grew and two additional portables were added. By the Fall of 1926, sketches and tenders for the new building had been acquired.

January 18, 1927: Cornerstone of building laid by Trustee John Wanless. Construction costs amounted to $12 535.

September 1927: Nine-classroom building opened as John Wanless School (no longer an annex of Bedford Park School)

1928-29: Addition built to accommodate increasing population, southern extension which included 10 classrooms and a Kindergarten.

1934: Major addition by C.E. Dyson (possibly the one completed in 1935-36)

1935: New wing built during 1935, possibly completed in 1936 which added six rooms to the north (total of 26 rooms)

1950s: Principal H.L. Matthews organized for improvements to the building such as new office and supplies centre, staff room, teachers' lunchroom, and a war memorial.

1961: School library opened after converting two classrooms into a large room

1997: Notable addition",Edwardian classical,School
797,120 First Avenue Riverdale Toronto,show_building.php?BuildingID=9280,['Arthur W. Holmes'],1914,Religious,,Riverdale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/120FirstAve.jpg,St. Ann's Rectory,The entrance to this house is modelled on that of the S. Atanasio del Greci church,Edwardian classical,Detached house
798,955 Gerrard Street East Leslieville Toronto,show_building.php?BuildingID=9812,,unknown,Commercial,,No heritage status,/tobuilt_bk/php/Buildingimages/MapleLeafTavern.jpg,Maple Leaf Tavern,,Edwardian classical,Low-rise
799,67 Gloucester Street Church-Wellesley Toronto,show_building.php?BuildingID=10606,,1911,Residential,,Designated under Part IV Ontario Heritage Act,/tobuilt_bk/php/Buildingimages/5029380e.jpg,Gloucester Mansions,"Small-scale apartment constructed before World War I. Symmetrical, restrained brick cladding. Part of a surviving group of residential buildings from the same era in the immediate Church/Gloucester area.",Edwardian classical,Low-rise
800,171 John Street Grange Park Toronto,show_building.php?BuildingID=3213,,unknown,Office,,No heritage status,/tobuilt_bk/php/Buildingimages/QualityKnitting1.jpg,Quality Knitting Building,,Edwardian classical,Mid-rise
801,95 King Street East  Downtown East Toronto,show_building.php?BuildingID=10925,['Robert Austin Abraham'],1912,,,St. Lawrence Neighbourhood Heritage Conservation District,/images_new/nophoto.gif,95 King Street East ,"This propertyâs contribution lies in its location on the original Court
House Reserve of the Town of York and its historic role in the
economic development of the District in the early 20th century. The
property also contributes to the character of the District through its
materiality (buff brickwork with stone detailing), its Edwardian
architecture and its storefronts, which provide animation and
commercial life at the street level.",Edwardian classical,Low-rise
802,230 King Street East  Downtown East Toronto,show_building.php?BuildingID=10935,,1908,Residential,,St. Lawrence Neighbourhood Heritage Conservation District,/images_new/nophoto.gif,230 King Street East ,"This propertyâs contribution lies in the heritage structureâs historic
role in the economic development of the District and of the Original
10 Blocks in the early 20th century; its historic associations with the
Imperial Bank of Canada and with local architects Darling & Pearson;
and its prominent corner siting, with main facades addressing King
Street East and Sherbourne Street. The retained facades of the
heritage structure also contribute to the physical character of the
District through their materiality (buff brickwork with stone detailing)
and Edwardian architectural features.",Edwardian classical,
803,401-409 King Street West Fashion District Toronto,show_building.php?BuildingID=3364,['G.W. Gouinlock'],1905,Office,,King-Spadina Heritage Conservation District,/tobuilt_bk/php/Buildingimages/WarwickBros.jpg,Warwick Bros. & Rutter Publishers,The taller part of this building was an addition from 1913.,Edwardian classical,Mid-rise
804,321 Lonsdale Road Forest Hill Toronto,show_building.php?BuildingID=8932,,1917,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/KillarneyMansion.jpg,Killarney Mansion Apartments,,Edwardian classical,Mid-rise
805,2 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8006,,1911,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/2LyallAve.jpg,2 Lyall Avenue,,Edwardian classical,Detached house
806,6 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8005,,1911,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/6LyallAve.jpg,6 Lyall Avenue,,Edwardian classical,Detached house
807,10 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8008,,1905,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/10LyallAve.jpg,10 Lyall Avenue,,Edwardian classical,Detached house
808,11 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8386,,1910,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/11LyallAve.jpg,11 Lyall Avenue,,Edwardian classical,Detached house
809,12 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8009,,1905,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/12LyallAve.jpg,12 Lyall Avenue,,Edwardian classical,Detached house
810,14 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8007,,1907,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/14LyallAve.jpg,14 Lyall Avenue,,Edwardian classical,Detached house
811,15 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8387,,1910,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/15LyallAve.jpg,15 Lyall Avenue,,Edwardian classical,Detached house
812,17 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8388,,1910,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/17LyallAve.jpg,17 Lyall Avenue,,Edwardian classical,Detached house
813,18 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8011,,1907,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/18LyallAve.jpg,18 Lyall Avenue,,Edwardian classical,Detached house
814,20 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8010,,1910,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/20LyallAve.jpg,20 Lyall Avenue,,Edwardian classical,Detached house
815,26 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8014,,1914,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/26LyallAve.jpg,26 Lyall Avenue,,Edwardian classical,Detached house
816,28 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8013,,1905,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/28LyallAve1.jpg,28 Lyall Avenue,,Edwardian classical,Detached house
817,30 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8016,,1905,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/30LyallAve.jpg,30 Lyall Avenue,,Edwardian classical,Detached house
818,32 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8017,,1905,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/32LyallAve.jpg,32 Lyall Avenue,,Edwardian classical,Detached house
819,34 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8018,,1909,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/34LyallAve.jpg,34 Lyall Avenue,,Edwardian classical,Detached house
820,42 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8023,,1905,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/42LyallAve.jpg,42 Lyall Avenue,,Edwardian classical,Detached house
821,44 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8024,,1907,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/44LyallAve.jpg,44 Lyall Avenue,,Edwardian classical,Detached house
822,46 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8025,,1907,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/46LyallAve.jpg,46 Lyall Avenue,,Edwardian classical,Detached house
823,58 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8029,,1907,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/58LyallAve1.jpg,58 Lyall Avenue,,Edwardian classical,Detached house
824,66 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8030,,1912,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/66LyallAve.jpg,66 Lyall Avenue,,Edwardian classical,Detached house
825,68 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8033,,1905,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/68LyallAve.jpg,68 Lyall Avenue,,Edwardian classical,Detached house
826,70 Lyall Avenue Upper Beach Toronto,show_building.php?BuildingID=8032,,1909,Residential,,Lyall Avenue Heritage Conservation District,/tobuilt_bk/php/Buildingimages/70LyallAve.jpg,70 Lyall Avenue,,Edwardian classical,Detached house
827,43 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10535,,1898,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/9212a533.jpg,43 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey detached building with appearance of a centre hall plan constructed during the period of significance between 1885 and 1925 in Edwardian Style with sufficient integrity to permit restoration. Features representative of the Edwardian style include red brick, handsome porch with classical detail,  simplified form and restraint in detail, flat arched windows, brick quoins.",Edwardian classical,Detached house
828,45 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10536,,1903,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/2509e1be.jpg,45 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, with a front facing gable. The 2.5 storey  detached building, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925, and retains sufficient integrity to permit restoration. Features representative of Edwardian style include red brick, decorated timbered front facing gables, on both the roof and the projecting porch with woodpiles on brick piers and flat headed windows.",Edwardian classical,Detached house
829,51 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10537,,1902,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/5f5213b0.jpg, 51 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a side or centre hall rotated plan, was constructed during the period of significance between 1885 and 1925 in the Edwardian, Queen Anne Style and retains sufficient integrity to permit restoration.  Features representative of the Edwardian Queen Anne style include simplified brickwork, ashlar stone lintels and sills, front facing 1/2 timbered gable, recessed entry.",Edwardian classical,Detached house
830,54 Madison Avenue The Annex Toronto,show_building.php?BuildingID=5336,['Frederick H. Herbert'],1905,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/54Madison.jpg,St. Thomas House,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey architect designed detached building with appearance of a side or centre rotated hall plan  plan constructed during the period of significance between 1885 and 1925 in Edwardian Style by an important architect of the period with sufficient integrity to permit restoration. Features representative of the Edwardian style include red brick, simplified form and restraint in detail, flat arched windows and entrances, ashlar stone accents, and parapet gable.Carved stone insets either side of entrance suggest a medical occupant.",Edwardian classical,Detached house
831,93 Madison Avenue The Annex Toronto,show_building.php?BuildingID=3999,['Langley & Langley'],1907,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/93MadisonAv.jpg,93 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with an apartment block  building similar in height and front yard setback to its neighbours. The 3.5 storey apartment building was constructed during the period of significance between 1885 and 1925 in the Edwardian Classicist Style by and important architectural firm, Langley and Langley and retains near original integrity. The plan appears to be tenement, ie. apartments which go full depth of building, two units per landing. Features representative of the Edwardian Classicist style include red brick, symmetrical arrangement of elements, simplified form, ashlar sills and string courses, and Italianate cornice and entrance canopies/balconies.",Edwardian classical,Mid-rise
832,96 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10489,,1911,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/dd4190d1.jpg,96 Madison Avenue ,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey detached building with appearance of a centre hall rotated plan, constructed during the period of significance between 1885 and 1925 in Edwardian Style with sufficient integrity to permit restoration. Features representative of the Edwardian style include red brick, simplified form and restraint in detail, hipped roof, flat arched windows. The building appears to have been altered.",Edwardian classical,Detached house
833,100 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10490,,1904,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/ae0be44d.jpg,100 Madison Avenue,"Even though it has been altered in a manner out of keeping with the District Guideline, this property contributes to the Annex Streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey detached Edwardian style building, with appearance of two semi detached side hall plans, was constructed during the period of significance, with sufficient original fabric to permit restoration. The roof line appears to be altered, but the building retains the following features representative of the Edwardian style, symmetrical layout, flat headed windows, simple robust form, hipped roof, brick quoins.",Edwardian classical,Detached house
834,108 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10493,,1903,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/4a89b710.jpg,108 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a side hall plan, was constructed during the period of significance between 1885 and 1925 in an eclectic style, with features similar to 102, 110 and ""112""(105 Bernard). Shared features suggesting similar roots, are the front facing partly stepped parapet gable, cross gable roofs, bay windows, planar treatment, flat stone detailing.  Fine Queen Anne faceted two storey bay.",Edwardian classical,Detached house
835,110 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10494,,1904,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/b21f94da.jpg,110 Madison Avenue,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a side hall plan, was constructed during the period of significance between 1885 and 1925 in an eclectic style, with features similar to 102, 108 and ""112""(105 Bernard). Shared features, suggesting similar roots, are the front facing partly stepped parapet gable, cross gable roofs, bay windows, planar treatment, flat stone detailing.",Edwardian classical,Detached house
836,112 Madison Avenue The Annex Toronto,show_building.php?BuildingID=10495,,1900s,Residential,,"West Annex Phase I, Madison Avenue, Heritage Conservation District",/tobuilt_bk/php/Buildingimages/562dc76b.jpg,112 Madison Avenue,See 105 Bernard,Edwardian classical,Detached house
