poi_id,name,build_year,build_decade,build_year_clean,demolished_year,address,latitude,longitude,external_url,image_url,heritage_status,current_use,poi_type,poi_type_simple,source,details,style,neighbourhood
457,Paxton Place,1982,1980.0,1982.0,,"71 Charles Street East Bloor-Yorkville Toronto, ON",43.6693,-79.38207,http://www.acotoronto.ca/show_building.php?BuildingID=368,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/PaxtonPlace.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Church-Yonge Corridor (75)
458,Manulife Centre,1972,1970.0,1972.0,,"44 Charles Street West Bloor-Yorkville Toronto, ON",43.66872,-79.38821,http://www.acotoronto.ca/show_building.php?BuildingID=377,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/ManulifeCentre44-1.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,"The interior of the retail store Bay-Bloor Radio, which is located within this building, has won two architectural awards. The first is a Governor General's Award of Merit in 1990, and the second is a Ontario Association of Architects Award of Excellence in 1991.",Brutalist,Bay Street Corridor (76)
459,Ernest Public School,1970,1970.0,1970.0,,"150 Cherokee Boulevard Pleasant View North York, ON",43.79142,-79.33734,http://www.acotoronto.ca/show_building.php?BuildingID=11084,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1df44991.jpg,,,School,Building,http://www.acotoronto.ca/,Designed by architects Allward & Gouinlock.,Brutalist,Pleasant View (46)
461,Denlow Public School,1983,1980.0,1983.0,,"50 Denlow Boulevard Don Mills North York, ON",43.74584,-79.36419000000001,http://www.acotoronto.ca/show_building.php?BuildingID=11515,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/a67c0812.jpg,,,School,Building,http://www.acotoronto.ca/,,Brutalist,Banbury-Don Mills (42)
463,Glen Valley,1972,1970.0,1972.0,,"715 Don Mills Road Flemingdon Park North York, ON",43.71073,-79.33369,http://www.acotoronto.ca/show_building.php?BuildingID=502,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/GlenValley715.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Flemingdon Park (44)
464,Glen Valley,1972,1970.0,1972.0,,"725 Don Mills Road Flemingdon Park North York, ON",43.711420000000004,-79.33469000000001,http://www.acotoronto.ca/show_building.php?BuildingID=501,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/GlenValley725.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Flemingdon Park (44)
465,Glen Valley,1972,1970.0,1972.0,,"735 Don Mills Road Flemingdon Park North York, ON",43.71165,-79.33476,http://www.acotoronto.ca/show_building.php?BuildingID=500,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/GlenValley735.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Flemingdon Park (44)
468,Berkshire House,1973,1970.0,1973.0,,"411 Duplex Avenue North Toronto Toronto, ON",43.70733,-79.40021999999999,http://www.acotoronto.ca/show_building.php?BuildingID=556,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/BerkshireHouse.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Yonge-Eglinton (100)
469,Yonge Eglinton Centre Tower A,1974,1970.0,1974.0,,"20 Eglinton Avenue West North Toronto Toronto, ON",43.706759999999996,-79.39913,http://www.acotoronto.ca/show_building.php?BuildingID=602,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/YongeEglintonCentreII.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Yonge-Eglinton (100)
470,Eglinton West Subway Station,1978,1970.0,1978.0,,"1300 Eglinton Avenue West Forest Hill Toronto, ON",43.69911,-79.43567,http://www.acotoronto.ca/show_building.php?BuildingID=5792,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/TTCEglintonW1.jpg,No heritage status,,Low-rise,Building,http://www.acotoronto.ca/,This subway stop won a Canadian Architect Award Excellence in 1968.,Brutalist,Forest Hill North (102)
471,Alan Brown Building,1983,1980.0,1983.0,,"77 Elm Street Downtown Toronto, ON",43.65682,-79.38529,http://www.acotoronto.ca/show_building.php?BuildingID=619,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/AlanBrown1.jpg,Heritage property,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Bay Street Corridor (76)
472,Elm Place,1964,1960.0,1964.0,,"200 Elm Street Chinatown Toronto, ON",43.65615,-79.39139,http://www.acotoronto.ca/show_building.php?BuildingID=617,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/ElmPlace.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Kensington-Chinatown (78)
476,A.Y. Jackson Secondary School,1970,1970.0,1970.0,,"50 Francine Drive  Hillcrest Village North York, ON",43.80526,-79.36650999999999,http://www.acotoronto.ca/show_building.php?BuildingID=11511,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/4303a280.jpg,,,School,Building,http://www.acotoronto.ca/,,Brutalist,Hillcrest Village (48)
477,St. Lawrence Centre for the Arts,1970,1970.0,1970.0,,"27 Front Street East St. Lawrence Toronto, ON",43.6552941,-79.3555816,http://www.acotoronto.ca/show_building.php?BuildingID=3672,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/StLawrenceCentre1.jpg,St. Lawrence Neighbourhood Heritage Conservation District,,Low-rise,Building,http://www.acotoronto.ca/,"This building was TorontoÂ´s Centennial Project. It was renovated in the 1980Â´s.This propertyâs contribution lies in its role in sparking the
redevelopment of the District in the 1960s and 1970s, its association
with Canadaâs centenary, its role as a cultural hub of the District
today and its function as a city-wide landmark and a gateway to the
District from the Financial District and Union Station. The structure
also contributes to the physical character of the District through its
distinctive Brutalist architecture and its prominent siting across from
Berczy Park.",Brutalist,Moss Park (73)
479,77 Grenville Street,1972,1970.0,1972.0,,"77 Grenville Street Downtown Toronto, ON",43.661190000000005,-79.38671,http://www.acotoronto.ca/show_building.php?BuildingID=2940,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/77Grenville.jpg,No heritage status,,Mid-rise,Building,http://www.acotoronto.ca/,The Archives of Ontario was located in this building from 1972 until 2009.,Brutalist,Bay Street Corridor (76)
480,Roden Public School,1970,1970.0,1970.0,,"151  Hiawatha Road Agincourt Toronto, ON",43.67387,-79.32304,http://www.acotoronto.ca/show_building.php?BuildingID=11781,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/3ca14abe.jpg,,,School,Building,http://www.acotoronto.ca/,"1906 Nov: School began in section of Township of York known as the Midway; a part wedged between Greenwood Avenue and the Kingston Road. Norway, the only school in the district, was filled to overflowing. The lecture-room of the new Reid Avenue (later Rhodes Avenue) Presbyterian (now United) Church provided temporary accommodation.
1907 Feb. 2: Ashdale Avenue approved as new school site and building started. Building was designed by C.H. Bishop
1908 Jan 10: Four-room school formally opened by Minister of Education, the Hon. Dr. R.A. Pyne, with a concert and other entertainment. Principal: Mrs. E. Whittaker; assistants: Misses Snell and McColl.
1909 Dec 15: Norway, as part of Midway, annexed to Toronto.
1910 Jan. 5: Ashdale School renamed âRodenâ in honour of Mr. E.P. Roden, trustee 1874 â 1897; chairman, 1885.
1910 â 1922: Five additions. At the time of replacement, the old school consisted of 27 classrooms, two kindergartens, boysâ and girlsâ playrooms, staff rooms, library, offices and health and dental rooms. C.H. Bishop carried out additions in 1910 & 1911.
1970 Sept 8: New building occupied by students
1970 Nov 25: Formal opening.",Brutalist,Greenwood-Coxwell (65)
483,The Grand Hotel Suites,1972,1970.0,1972.0,,"225 Jarvis Street Downtown East Toronto, ON",43.64999,-79.37169,http://www.acotoronto.ca/show_building.php?BuildingID=894,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/GrandHotelSuites.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,"This building formerly housed the Toronto area headquarters for the Royal Canadian Mounted Police. In the early 2000's, it was converted into a hotel.",Brutalist,Moss Park (73)
485,York University Keele Campus; Ross Building,1970,1970.0,1970.0,,"4700 Keele Street York University North York, ON",43.774381899999995,-79.494066,http://www.acotoronto.ca/show_building.php?BuildingID=7185,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/RossBldg1.jpg,Heritage property,,Mid-rise,Building,http://www.acotoronto.ca/,"This building was substantially altered in 1988, when a large entry ramp was removed and enclosed walkways were added.",Brutalist,York University Heights (27)
486,York University Keele Campus; Curtis Lecture Halls,1966,1960.0,1966.0,,"4700 Keele Street York University North York, ON",43.774381899999995,-79.494066,http://www.acotoronto.ca/show_building.php?BuildingID=7303,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/CurtisLectureHalls1.jpg,Heritage property,,Low-rise,Building,http://www.acotoronto.ca/,,Brutalist,York University Heights (27)
488,Sir Samuel B Steele Junior Public School,1980,1980.0,1980.0,,"131  Huntsmill Boulevard Steeles Scarborough, ON",43.8070883,-79.32727990000001,http://www.acotoronto.ca/show_building.php?BuildingID=11116,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/aed8fad8.jpg,,,School,Building,http://www.acotoronto.ca/,,Brutalist,Steeles (116)
490,University of Toronto St. George Campus; Medical Sciences Building,1969,1960.0,1969.0,,"1 King's College Circle University of Toronto Toronto, ON",43.660990000000005,-79.39435,http://www.acotoronto.ca/show_building.php?BuildingID=3241,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/MedicalSciencesBldg1.jpg,No heritage status,,Mid-rise,Building,http://www.acotoronto.ca/,,Brutalist,University (79)
491,St. Demetrius Ukrainian Catholic Church,unknown,,,,"135 La Rose Avenue Westmount Etobicoke, ON",43.68479,-79.52259000000001,http://www.acotoronto.ca/show_building.php?BuildingID=8462,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/StDemetrius.jpg,No heritage status,,Religious,Building,http://www.acotoronto.ca/,,Brutalist,Humber Heights-Westmount (8)
493,Zion Heights Middle School,unknown,,,,"5900 Leslie Street Steeles North York, ON",43.797909999999995,-79.37106,http://www.acotoronto.ca/show_building.php?BuildingID=11232,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/e5f85172.jpg,,,School,Building,http://www.acotoronto.ca/,,Brutalist,Bayview Woods-Steeles (49)
494,Albion Heights Junior Middle School,1972,1970.0,1972.0,,"45 Lynmont Road Rexdale Etobicoke, ON",43.731390000000005,-79.59428,http://www.acotoronto.ca/show_building.php?BuildingID=11341,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/27287441.jpg,,,School,Building,http://www.acotoronto.ca/,,Brutalist,West Humber-Clairville (1)
495,Hillmount Public School,unknown,,,,"245 McNicoll Avenue Hillcrest Village North York, ON",43.799409999999995,-79.35068000000001,http://www.acotoronto.ca/show_building.php?BuildingID=11223,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/cbf9e9f9.jpg,,,School,Building,http://www.acotoronto.ca/,,Brutalist,Hillcrest Village (48)
497,University of Toronto Scarborough; Humanities Wing,1964,1960.0,1964.0,,"1265 Military Trail Highland Creek Scarborough, ON",43.7849133,-79.1852383,http://www.acotoronto.ca/show_building.php?BuildingID=8809,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/UTSCHumanitiesWing01.jpg,No heritage status,,Mid-rise,Building,http://www.acotoronto.ca/,"This building, part of Scarborough College, won a Massey Medal for Architecture in 1967.",Brutalist,Highland Creek (134)
498,The Briton House,1972,1970.0,1972.0,,"700 Mount Pleasant Road Davisville Toronto, ON",43.70625,-79.38967,http://www.acotoronto.ca/show_building.php?BuildingID=1204,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/TheBritonHouse.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Mount Pleasant West (104)
499,Greenwood Secondary School,1973,1970.0,1973.0,,"24  Mountjoy Avenue Danforth Village Toronto, ON",43.68079,-79.33055,http://www.acotoronto.ca/show_building.php?BuildingID=11316,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/b138332d.jpg,,,School,Building,http://www.acotoronto.ca/,"Designers were Macy Dubois, Sally dubois, Andre LeRoux and Gordon Rolleston. This School, Designed by renouned architects Fairfield and Dubois is going to be relocated to Danforth Collegiate for September 2017. Current occupancy in June 2018 was around 100%",Brutalist,Greenwood-Coxwell (65)
502,Edwards Manor,1972,1970.0,1972.0,,"340 Royal York Road Mimico Etobicoke, ON",43.61691,-79.49931,http://www.acotoronto.ca/show_building.php?BuildingID=1419,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/EdwardsManor.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Mimico (includes Humber Bay Shores) (17)
506,Morningside Apartments,1974,1970.0,1974.0,,"4205 Lawrence Avenue East West Hill Scarborough, ON",43.7679442,-79.18531740000002,http://www.acotoronto.ca/show_building.php?BuildingID=1030,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/MorningsideApts.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,West Hill (136)
507,Valley Park Middle School,1969,1960.0,1969.0,,"130 Overlea Boulevard Flemingdon Park East York, ON",43.710237,-79.33536109999999,http://www.acotoronto.ca/show_building.php?BuildingID=11154,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1e0c9173.jpg,,,School,Building,http://www.acotoronto.ca/,2003 Addition,Brutalist,Flemingdon Park (44)
508,Westhill Apartments,1974,1970.0,1974.0,,"4175 Lawrence Avenue East West Hill Scarborough, ON",43.7671419,-79.1887646,http://www.acotoronto.ca/show_building.php?BuildingID=1031,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/WesthillApts.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,West Hill (136)
510,Wishing Well Manor,1976,1970.0,1976.0,,"2008 Pharmacy Avenue Sullivan Scarborough, ON",43.776675,-79.3192657,http://www.acotoronto.ca/show_building.php?BuildingID=1292,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/WishingWellManor.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,L'Amoreaux (117)
511,Centrepoint East; South Building,1974,1970.0,1974.0,,"191 Sherbourne Street Downtown East Toronto, ON",43.6745,-79.37765999999999,http://www.acotoronto.ca/show_building.php?BuildingID=1520,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/191Sherbourne.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Rosedale-Moore Park (98)
513,The Zenith,1981,1980.0,1981.0,,"55 Skymark Drive Hillcrest Village North York, ON",43.79488,-79.35195999999999,http://www.acotoronto.ca/show_building.php?BuildingID=1546,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/TheZenith.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Hillcrest Village (48)
518,Sunset West,1977,1970.0,1977.0,,"475 The West Mall Bloordale Etobicoke, ON",43.64738,-79.56754000000001,http://www.acotoronto.ca/show_building.php?BuildingID=1670,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/SunsetWest.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Etobicoke West Mall (13)
519,Ryerson University; Library Building,1971,1970.0,1971.0,,"350 Victoria Street Downtown East Toronto, ON",43.64906,-79.37657,http://www.acotoronto.ca/show_building.php?BuildingID=5543,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/RyersonLibrary1.jpg,No heritage status,,Mid-rise,Building,http://www.acotoronto.ca/,,Brutalist,Church-Yonge Corridor (75)
520,Ryerson University; Jorgenson Hall,1971,1970.0,1971.0,,"380 Victoria Street Downtown East Toronto, ON",43.64906,-79.37657,http://www.acotoronto.ca/show_building.php?BuildingID=1758,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/JorgensonHall1.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Church-Yonge Corridor (75)
525,Yonge Eglinton Centre Tower B,1974,1970.0,1974.0,,"2300 Yonge Street North Toronto Toronto, ON",43.707159999999995,-79.39904,http://www.acotoronto.ca/show_building.php?BuildingID=601,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/YongeEglintonCentreI.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Yonge-Eglinton (100)
526,Toronto District School Board Education Centre,1970,1970.0,1970.0,,"5050 Yonge Street North York Centre North York, ON",43.766890000000004,-79.41261999999999,http://www.acotoronto.ca/show_building.php?BuildingID=3551,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/TorontoDistrictSchoolBoard1.jpg,Heritage property,,Mid-rise,Building,http://www.acotoronto.ca/,,Brutalist,Willowdale West (37)
528,Sheppard-Markham Square,1979,1970.0,1979.0,,"5580 Sheppard Avenue East Malvern Scarborough, ON",43.794768299999994,-79.2375656,http://www.acotoronto.ca/show_building.php?BuildingID=1458,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/Sheppard-MarkhamSquare1.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,Brutalist,Malvern (132)
530,Tecumseh Senior Public School,1967,1960.0,1967.0,,"720 Scarborough Golf Club Road Woburn Scarborough, ON",43.7628389,-79.21663740000001,http://www.acotoronto.ca/show_building.php?BuildingID=11298,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/6a8abc13.jpg,,,School,Building,http://www.acotoronto.ca/,,Brutalist,Woburn (137)
531,St. Anne's Anglican Church,1907,1900.0,1907.0,,"270 Gladstone Avenue Dufferin Grove Toronto, ON",43.65882,-79.4333,http://www.acotoronto.ca/show_building.php?BuildingID=6405,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/StAnnesChurch1.jpg,National Historic Site,,Religious,Building,http://www.acotoronto.ca/,"This building is a National Historic Site. In 1923, ten prominent Canadian artists created painting within the building, including J.E.H. MacDonald, F. Varley and F. Carmichael of the Group of Seven. Interestingly, Varley painted a self-portrait of himself in the nativity scene inside the church. Thank you, Leo Mieles, for this information.",Byzantine,Dufferin Grove (83)
534,244 Adelaide Street West,unknown,,,,"244 Adelaide Street West Entertainment District Toronto, ON",43.64835,-79.3889,http://www.acotoronto.ca/show_building.php?BuildingID=9510,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/244AdelaideStW1.jpg,No heritage status,,Mid-rise,Building,http://www.acotoronto.ca/,,Classical revival,Waterfront Communities-The Island (77)
536,Toronto Trust and Guarantee Building,1917,1910.0,1917.0,,"302 Bay Street Financial District Toronto, ON",43.64934,-79.38081,http://www.acotoronto.ca/show_building.php?BuildingID=172,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/302BaySt1.jpg,Heritage property,,High-rise,Building,http://www.acotoronto.ca/,"The first seven storeys of this building were completed in 1917; they were constructed from concrete with reinforcing steel. During the 1930's, an additional six storeys were added, made from structural steel, beams and joists. The building received an additional major renovation in 1990.",Classical revival,Bay Street Corridor (76)
539,Canadian Imperial Bank of Commerce,unknown,,,,"1129 Bloor Street West Dufferin Grove Toronto, ON",43.659659999999995,-79.43505,http://www.acotoronto.ca/show_building.php?BuildingID=9845,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/CIBCBloorDufferin.jpg,No heritage status,,Low-rise,Building,http://www.acotoronto.ca/,,Classical revival,Dufferin Grove (83)
540,1288 Bloor Street West,unknown,,,,"1288 Bloor Street West Wallace Emerson Toronto, ON",43.658809999999995,-79.442,http://www.acotoronto.ca/show_building.php?BuildingID=6444,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1288BloorStW.jpg,No heritage status,,Commercial block,Building,http://www.acotoronto.ca/,This building evidently had a fourth floor added at some time.,Classical revival,Dovercourt-Wallace Emerson-Junction (93)
543,Canadian Bank of Commerce,1905,1900.0,1905.0,,"245 Carlton Street Cabbagetown Toronto, ON",43.66336,-79.37234000000001,http://www.acotoronto.ca/show_building.php?BuildingID=2929,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/CdnBankofCommerce245Carlton.jpg,Cabbagetown Northwest Heritage Conservation District,,Low-rise,Building,http://www.acotoronto.ca/,,Classical revival,Cabbagetown-South St.James Town (71)
545,Bank of Montreal,1920,1920.0,1920.0,,"309 Cherry Street Port of Toronto Toronto, ON",43.646570000000004,-79.35306,http://www.acotoronto.ca/show_building.php?BuildingID=2145,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/CherryStBankMontreal.jpg,Heritage property,,Low-rise,Building,http://www.acotoronto.ca/,,Classical revival,South Riverdale (70)
546,Global House,1968,1960.0,1968.0,,"480 University Avenue Downtown Toronto, ON",43.6551,-79.38902,http://www.acotoronto.ca/show_building.php?BuildingID=1725,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/GlobalHouse1.jpg,No heritage status,,High-rise,Building,http://www.acotoronto.ca/,,International style,Kensington-Chinatown (78)
547,St. Gregory Catholic School,1998,1990.0,1998.0,,"126 Rathburn Road  Etobicoke, ON",43.65964,-79.54498000000001,http://www.acotoronto.ca/show_building.php?BuildingID=11864,http://www.acotoronto.ca/tobuilt_bk/php/buildingimagesmedum/5079845b.jpg,No heritage status,,School,Building,http://www.acotoronto.ca/,"The original school was established in 1956 with additions in 1960 and 1965. During a period of declining enrolment in the mid 70's, St. Gregory Catholic School's top floor served as the west end regional office and audio visual centre. In 1982 the Catholic School Advisory Council began petitioning the school board for an expansion and renovation. In the spring of 1995, the Provincial government announced funding for a new school, which opened in 1998.",Neo-modernist,Princess-Rosethorn (10)
551,Canadian Imperial Bank of Commerce,1918,1910.0,1918.0,,"90 Danforth Avenue Danforth Village Toronto, ON",43.67646,-79.35865,http://www.acotoronto.ca/show_building.php?BuildingID=4637,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/BankCommerceDanforth.jpg,Heritage property,,Low-rise,Building,http://www.acotoronto.ca/,,Classical revival,Playter Estates-Danforth (67)
552,1414 Danforth Avenue,unknown,,,,"1414 Danforth Avenue Danforth Village Toronto, ON",43.68266,-79.32741999999999,http://www.acotoronto.ca/show_building.php?BuildingID=5550,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1414Danforth.jpg,No heritage status,,Low-rise,Building,http://www.acotoronto.ca/,,Classical revival,Danforth (66)
553,Hodgson Senior Public School,1925,1920.0,1925.0,,"282  Davisville Avenue Davisville Toronto, ON",43.7011,-79.38475,http://www.acotoronto.ca/show_building.php?BuildingID=11089,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/0c6f9dbb.jpg,,,School,Building,http://www.acotoronto.ca/,,Classical revival,Mount Pleasant East (99)
554,Wilkinson Public School,1934,1930.0,1934.0,,"53 Donlands Avenue Danforth Village Toronto, ON",43.68204,-79.33744,http://www.acotoronto.ca/show_building.php?BuildingID=7329,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/8bf4d742.jpg,No heritage status,,School,Building,http://www.acotoronto.ca/,,Classical revival,Danforth (66)
555,Kent Senior Public School,unknown,,,,"980 Dufferin Avenue Dufferin Grove Toronto, ON",43.65869,-79.4351,http://www.acotoronto.ca/show_building.php?BuildingID=11170,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/ae2316a9.jpg,,,School,Building,http://www.acotoronto.ca/,"Kent Senior Public School is located on the southwest corner of
Bloor and Dufferin Streets. Founded in 1908 and designed by Charles H. Bishop, it was named after
Mr. H.A.E. Kent who served for twenty-one years as a Toronto
trustee. No longer a TDSB School. Building currently houses the Toronto School of Art, Williams College and German International School Toronto.",Classical revival,Dufferin Grove (83)
556,Maclean Hunter Printing Plant,1928,1920.0,1928.0,,"210 Dundas Street West Downtown Toronto, ON",43.655120000000004,-79.38743000000001,http://www.acotoronto.ca/show_building.php?BuildingID=2729,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/MacleanHunterPrinting1.jpg,Heritage property,,Mid-rise,Building,http://www.acotoronto.ca/,,Classical revival,Bay Street Corridor (76)
557,Bank of Nova Scotia,1906,1900.0,1906.0,,"1616 Dundas Street West Brockton Toronto, ON",43.65007,-79.43587,http://www.acotoronto.ca/show_building.php?BuildingID=7016,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1616DundasStW1.jpg,Heritage property,,Low-rise,Building,http://www.acotoronto.ca/,,Classical revival,Dufferin Grove (83)
558,Merchants Bank of Canada Branch,1911,1910.0,1911.0,,"2201 Dundas Street West Roncesvalles Toronto, ON",43.65348,-79.45141,http://www.acotoronto.ca/show_building.php?BuildingID=7506,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/MerchantsBankCanada2.jpg,Heritage property,,Low-rise,Building,http://www.acotoronto.ca/,,Classical revival,Roncesvalles (86)
559,Bank of Montreal,1907,1900.0,1907.0,,"2859 Dundas Street West The Junction Toronto, ON",43.66515,-79.46481,http://www.acotoronto.ca/show_building.php?BuildingID=7126,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/BankofBNA1.jpg,Heritage property,,Low-rise,Building,http://www.acotoronto.ca/,,Classical revival,Junction Area (90)
560,Canadian Imperial Bank of Commerce,1909,1900.0,1909.0,,"2896 Dundas Street West The Junction Toronto, ON",43.665620000000004,-79.46611,http://www.acotoronto.ca/show_building.php?BuildingID=5474,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/2896DundasStW.jpg,Heritage property,,Low-rise,Building,http://www.acotoronto.ca/,,Classical revival,Junction Area (90)
561,Toronto-Dominion Bank,1916,1910.0,1916.0,,"2945 Dundas Street West The Junction Toronto, ON",43.665209999999995,-79.4673,http://www.acotoronto.ca/show_building.php?BuildingID=7120,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/DominionBank2945-3.jpg,Heritage property,,Commercial block,Building,http://www.acotoronto.ca/,"This building incorporates commercial space on the ground floor, and residences on the two floors above.  The architect responsible for renovations notes that by setting back the penthouse floor they were able to provide patios for the residents, and to preserve the details at the cornice lines of the original building. The same approach can be seen at 2925 Dundas Street West nearby.",Classical revival,Junction Area (90)
563,Arthur Edward Waine House,1920,1920.0,1920.0,,"172 Finch Avenue West Willowdale North York, ON",43.776720000000005,-79.43047,http://www.acotoronto.ca/show_building.php?BuildingID=10603,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/5254a4c6.jpg,Designated under Part IV Ontario Heritage Act,,Detached house,Building,http://www.acotoronto.ca/,Oldest surviving house on Finch West. Contributes to the understanding of the development of the North York township. Great example of bungalow house style.,Classical revival,Newtonbrook West (36)
564,Union Station,1920,1920.0,1920.0,,"71 Front Street West Financial District Toronto, ON",43.64546,-79.38051,http://www.acotoronto.ca/show_building.php?BuildingID=3394,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/UnionStation1.jpg,Union Station Heritage Conservation District,,Low-rise,Building,http://www.acotoronto.ca/,"Although completed in 1920, the building did not open until 1927. This building also includes the Postal Delivery Building at 61 Front Street West, also known as Postal Station A.",Classical revival,Waterfront Communities-The Island (77)
565,Oliver Adams House,1902,1900.0,1902.0,,"55 Glen Road Rosedale Toronto, ON",43.675540000000005,-79.37463000000001,http://www.acotoronto.ca/show_building.php?BuildingID=2325,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/55GlenRd.jpg,South Rosedale Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"First Occupant: Adams, Oliver

First OccupantÂ´s Occupation: sec-trea Can Typewriter Co",Classical revival,Rosedale-Moore Park (98)
570,Edward Gallow House,1890,1890.0,1890.0,,"512 Jarvis Street Church-Wellesley Toronto, ON",43.667609999999996,-79.37923,http://www.acotoronto.ca/show_building.php?BuildingID=2070,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/EdwardGallowHouse1.jpg,Heritage property,,Detached house,Building,http://www.acotoronto.ca/,,Classical revival,Church-Yonge Corridor (75)
