,Latitude,Longitude,Name,Notes,Subject,URL
222,43.6486,-79.37207,Paul Oberman Walk 1957-2011,"Attached to this building on the west side of Market Street just south of Front Street is this plaque. Here's what it says: Paul Oberman was a heritage preservationist, real estate developer and visionary city-builder who passionately believed and demonstrated that heritage buildings could be restored through adaptive reuse and combined with contemporary architecture to enrich the urban landscape. His dream of transforming Market Street into a landmark - a pedestrian friendly streetscape with animated patios in restored historic buildings - was his final legacy to the historic St. Lawrence neighbourhood.",Commercial Buildings,/Pages/Paul_Oberman_Walk.html
223,43.659606,-79.346974,Poulton Block 1885,"At 799 Queen Street East at Boulton Avenue, attached near the door of this 132-year-old building (as of 2018), is this 2007 Heritage Toronto plaque erected with support from the Riverdale Historical Society. Here's what it says: This prominent building was constructed for William B. Poulton, a painter and a Mason, primarily for use by the Masonic Orient Lodge. The block was designed by Kennedy, Gaviller & Holland, Architects, in Gothic Revival style. Early occupants of the ground-floor shops included a druggist and a bank. The third floor, marked by Moorish window arches, served as 'Orient Hall' until 1912. From 1888 to 1910, the Toronto Public Library's 'Eastern Branch', its first branch east of the Don River, was located in rooms at the back of the building.",Commercial Buildings,/Pages/Poulton_Block.html
224,43.652239,-79.37946,The Robert Simpson Company,"At Queen and Yonge Streets can be seen this 1979 Toronto Historical Board plaque located just inside this building's Queen/Yonge entrance. Here's the plaque text: Robert Simpson (1834-1897) emigrated to Canada from Inverness, Scotland. In 1856, he opened a dry-goods store on Yonge Street north of Queen in 1872, but in 1881 re-located and began to extend his holdings in this block. Here in 1894 Simpson built a six-storey department store designed by Edmund Burke (1857-1919), which was destroyed by fire shortly after occupancy. A new building by the same architect opened in January 1896, and was the first ""fireproofed"" store in Canada. Classical forms in harmony with the structural system relate it to the contemporary ""Chicago School"" style. By 1923 all street facades had been unified by successive additions. In 1929 the ""Art Deco"" style building, including the Arcadian court, was added at Bay and Richmond. This addition was designed by Chapman & Oxley. During 1977 a restoration and conservation programme was instituted.",Commercial Buildings,/Pages/Robert_Simpson_Company.html
225,43.650712,-79.396842,The Robertson Building,"In the lobby of this building on the east side of Spadina Avenue just south of Sullivan Street midway between Dundas Street and Queen Street can be found this plaque. Heres what it says: The Robertson Building at 215 Spadina was originally home to the James Robertson Company, manufacturers and distributors of plumbing fittings and fixtures. The building was constructed in 1911 to be the heart of the company's operations and included the main showroom for their products. The building's original Douglas fir post and beam construction, brick work, and wood floors are in keeping with the industrial style of the time.",Commercial Buildings,/Pages/Robertson_Building.html
226,43.657723,-79.38163,Thornton-Smith Building 1921,"At 340 Yonge Street, on the west side just south of Elm Street, can be found this 2015 Heritage Toronto plaque attached to the outside wall. Here's what it tells us: John M. Lyle designed this limestone building for Thornton-Smith, an interior design and furniture company. In 1926, Lyle's design, which features pilasters, decorative motifs, arched windows, and overhanging eaves, received the first gold medal awarded by the Ontario Association of Architects.",Commercial Buildings,/Pages/Thornton_Smith_Building.html
227,43.64811,-79.38133,Toronto-Dominion Centre,"Standing tall and black in Toronto's financial district is the Toronto-Dominion Centre. This Ontario Heritage Trust plaque, on the south side of King Street between Bay Street and York Street, tells us about those buildings: Designed by Modernist architect Ludwig Mies van der Rohe in association with John B. Parkin Associates and Bregman and Hamann Architects, the Toronto-Dominion Centre is located in the heart of Toronto's financial district. The Centre was commissioned by Allen Lambert, chairman of TD bank, in partnership with Fairview Corporation. The complex is arranged around a granite-paved pedestrian plaza and originally consisted of three buildings: the 56-storey Toronto-Dominion Bank Tower (1967), the one-storey Banking Pavilion (1968), and the 46-storey Royal Trust Tower (1969). An underground shopping concourse is located beneath the granite plinth. The buildings are steel structures, clad with bronze-coloured glass and black painted steel, with steel I-beam mullions attached to the exterior. A leading example of the International style in Canada, the Toronto-Dominion Centre altered the Toronto cityscape and influenced many buildings throughout the country.",Commercial Buildings,/Pages/Toronto_Dominion_Centre.html
228,43.648445,-79.380311,Toronto-Dominion Centre,"This City of Toronto plaque is located on the southwest corner of King Street West and Bay Street as part of an information post. Here's what it has to say: Situated at the heart of the Financial District, the Toronto-Dominion (TD) Centre is a cluster of six towers with 4.3 million square feet of space and a capacity of 21,000 office tenants, making it one of the largest office complexes in Canada. Allen Lambert, Chairman of Toronto-Dominion Bank, along with Cemp Investments, entered into a partnership with Fairview Corporation (later Cadillac Fairview) to construct the bank's new headquarters.Designed by renowned architect Ludwig Mies van der Rohe, with local firms of John B Parkin Associates and Bregman + Hamann as the associate architects, the TD Centre is an outstanding example of the International Style of architecture. Covered in bronze-tinted glass and black painted steel, the towers dwarfed the surrounding buildings and marked the epicentre of the financial district as well as the emergence of the high rise in Toronto.",Commercial Buildings,/Pages/Toronto_Dominion_Centre2.html
229,43.657716,-79.349514,United Drug Company 1914,"On the west side of Broadview Avenue, just south of Queen Street East, can be found this 2014 Heritage Toronto plaque attached to the wall of this building. Here's what the plaque says: This five-storey building was constructed for the United Drug Company. From 1920 until 1943, L.K. Liggett Druggists ran a pharmacy and soda fountain on the ground floor. A condominium conversion added two storeys to the building in 2006.",Commercial Buildings,/Pages/United_Drug_Company.html
230,43.649794,-79.390683,Wesley Building,"If you walk into the lobby of this rather well-known building at 299 Queen Street West at John Street you will see, on the wall, this 1989 Toronto Historical Board plaque. Here's what it says: The building was erected in 1913-15 for Methodist Book and Publishing House and named for John Wesley, founder of Methodism. The architects Burke, Horwood & White chose gothic decoration for the exterior to recall the ancient roots of scholarship and printing, but the building's steel skeleton and glazed terra cotta cladding were entirely modern. The publishing house had been founded in 1829 to print religious materials, but by 1900 was well known as a general publisher that championed Canadian writers and viewpoints. Renamed The Ryerson Press in 1919 after its first editor, Egerton Ryerson, who was also a prominent educator and clergyman, it remained in business here until 1971. In 1984 the building was acquired by ChumCity who carefully preserved the exterior while renovating the interior as the world's first television facility without formal studios.",Commercial Buildings,/Pages/Wesley_Building.html
231,43.65359,-79.35193,William Davies Company,"In Corktown Commons near a playground at the top of a hill  can be seen this 2012 Heritage Toronto plaque. Here's what it says: From 1874 to 1927, this site was home to the William Davies Company, reputed to be the largest pork packing plant in the British Empire. Established in 1857 by William Davies (1831-1921), the company made its fortune preparing and exporting cured sides of pork to England. Later, its products were sold through William Davies Company shops, one of Canada's first store chains. In its buildings here, the innovative company controlled the entire process from slaughter to shipment. Processing nearly 500,000 hogs annually by 1900, the company contributed to the city's nickname, ""Hogtown.""In 1892, Joseph Flavelle (1858-1939) became a partner and managing director of the company. Under Flavelle, the business flourished until the 1920s, when it was hurt by falling markets. The William Davies Company merged with three other packing firms to create Canada Packers, which continued to operate from this site until 1932. The last of the company's buildings here were demolished in the 1990s.",Commercial Buildings,/Pages/William_Davies_Company.html
232,43.66205,-79.37973,Billy Graham,"Inside the former Maple Leaf Gardens, now a Loblaws, at the ""Canteen"" on the main level imbedded in the top of a table is this plaque. Here's what it says: He told them the end was near.On October 2, 1955, at the midway point of his first Canadian crusade, the Reverend Billy Graham came to Maple Leaf Gardens, where he was welcomed by a crowd that filled the arena and overflowed onto the sidewalks outside. Loudspeakers were set up at the corner of Church and Wood streets to broadcast Graham's sermon.Throughout its history, the Gardens was the site of many religious gatherings, some organized by the traditional churches, some featuring touring evangelists like Jimmy Swaggart.But few if any had the drawing power of Graham, the charismatic, lantern-jawed preacher from North Carolina who would become one of the most influential spiritual leaders in the history of the United States.Graham's first Toronto visit came ten years into the nuclear age, in the tense days of the Cold War. He told his flock that world events confirmed what the prophets had said - and that even doubters and non-believers were beginning to understand that the day of reckoning was imminent.""The intellectual leaders have laughed. The philosophers have laughed. The scientists have laughed. But now the scientists are beginning to out-shout the preachers about the end of the world coming.""The faithful had to be steadfast like Noah, Graham said, building his ark in the face of ridicule because he understood God's will.""Noah was led by fear,"" Graham said. ""Noah was terrified of the judgment of God. You must fear the judgment of God.""Graham concluded his sermon, as always, by asking the crowd to make a ""decision for Christ."" More than 500 came forward that night.-Stephen Brunt",Communications,/Pages/Billy_Graham.html
233,43.717078,-79.36136,Canada's First Air Mail,"An airport in Leaside? Who would have imagined! But at that airport in 1918, a JN-4 Curtiss landed after making Canada's first air mail flight. In this small parkette at the southeast corner of Brentcliffe Road and Broadway Avenue, near the former airport, stands this Ontario Heritage Trust plaque which says: At 10:12 a.m. on June 24, 1918, Captain Brian Peck of the Royal Air Force and mechanic Corporal C.W. Mathers took off from the Bois Franc Polo Grounds in Montreal in a JN-4 Curtiss two-seater airplane. They had with them the first bag of mail to be delivered by air in Canada. Wind and rain buffetted the small plane and forced it to make refuelling stops at Kingston and Deseronto. Finally, at 4:55 p.m., Peck and Mathers landed at the Leaside Aerodrome (immediately southwest of here). The flight had been arranged by a civilian organization, the Aerial League of the British Empire, to demonstrate that aviation was the way of the future.",Communications,/Pages/Canadas_First_Air_Mail.html
234,43.649111,-79.371854,Canada's First Electric Telegraph,"I came across this Historic Sites and Monuments Board of Canada plaque, attached to the north wall of the south St. Lawrence Market building here on the southwest corner of Front and Jarvis streets, while I happened to be going to the market for some fresh strawberries and blueberries which, I'm happy to report, I found. Hmmm tasty.... Anyway, here's what the plaque says: 19 December 1846 marked the inauguration of the telegraph in Canada. This major development in communications was pioneered by the Toronto, Hamilton and Niagara Electro-Magnetic Telegraph Company whose line then being built between Toronto and Queenston carried the first message, from the mayor of Toronto to his Hamilton counterpart. To most Canadians the early telegraph was an expensive novelty but both the press and business soon adapted it to their use. In 1852 the successful but limited Toronto, Hamilton and Niagara enterprise was bought by the larger Montreal Telegraph Company.",Communications,/Pages/Canadas_First_Electric_Telegraph.html
235,43.650943,-79.372283,Francis Collins,"On the west side of Jarvis Street, just across the street from 63 Jarvis, on a concrete column, is this 1982 Toronto Historical Board plaque. It has this to say: Francis Collins, Canada's first professional parliamentary debates reporter, was born CA. 1800 in Newry, County Down, Ireland. He had been a publisher before his arrival in York (Toronto) where, near here from 1825-1834 he published the ""Canadian Freeman."" Collins advocated the principles of a free press and the establishment of an uncensored record of parliamentary debates. For his attacks on the Family Compact he was jailed in 1828 and, following the debate of the House of Assembly on his case, he was granted Royal Clemency. Francis Collins and members of his family were victims of the Cholera Epidemic of 1834.",Communications,/Pages/Francis_Collins.html
236,43.660517,-79.3718,John Ross Robertson 1841-1918,"This Ontario Heritage Trust plaque in front of this home at 291 Sherbourne Street, just south of Gerrard Street East, tells us about its former owner: Publisher and philanthropist, John Ross Robertson lived in this house, 1881-1918. He was born in Toronto and while at Upper Canada College he started The College Times, the first school newspaper in Canada. He became city editor of The Globe in 1865 and the following year, with James B. Cook, established The Daily Telegraph, published until 1872. Four years later Robertson founded The Evening Telegram which quickly became one of Toronto's leading newspapers. Financial success enabled him to make substantial contributions to the building and operation of the Hospital for Sick Children and to gratify his life-long interest in history. He assembled an invaluable historical and pictorial collection and published such notable works as ""Landmarks of Toronto"" and ""History of Freemasonry in Canada"".",Communications,/Pages/John_Ross_Robertson.html
237,43.654607,-79.415789,Johnny Lombardi 1915-2002,"On the southwest corner of College and Grace streets can be found this set of two 2008 Heritage Toronto plaques about this gentleman and the piazza. Here's what they say: Johnny Lombardi 1915-2002One of this city's best-known personalities, John Barbalinardo ""Johnny"" Lombardi was a pioneer in the promotion of Toronto's cultural diversity. Born in this city to an Italian immigrant family, he became a self-taught trumpeter and entertainer before serving in the Canadian Army in the Second World War. Returning to Toronto, he quickly achieved success by appealing to the needs of this city's rapidly growing Italian immigrant neighbourhoods - first as the proprietor of a grocery store, opened in 1946, then as an impresario of Italian entertainment. In 1966, Lombardi launched two vital Toronto institutions: CHIN Multicultural Radio and the CHIN International Picnic. CHIM, the first station in Canada licensed to provide full-time multilingual programming, began in rooms above Lombardi's supermarket at 637 College Street, and expanded into television in 1970. CHIN Radio now broadcasts in over 30 languages from 622 College Street. The CHIN International Picnic, now a three-day festival, annually attracts more than 250,000 people to celebrate Toronto's cultural diversity. Dynamic and generous, Johnny Lombardi received numerous awards fro service to his community and his country, including the Order of Canada in 1981.Piazza Johnny LombardiFollowing the death of Johnny Lombardi in 2002, the City of Toronto joined local businesses and the Lombardi family to create this piazza as a memorial to his life and work. Managed by the City of Toronto, the project was nearly fully funded through the generosity of businesses and individuals. Sculptors Veronica and Edwin Dam de Nogales, winners of a public art and design competition, designed the piazza and created the artwork, in partnership with landscape architects Ferris + Associates. The curving seating walls recall the ocean and radio waves that brought Johnny Lombardi together with the diverse cultures he celebrated. At the heart of the piazza is a bronze statue of Johnny, engaging and full of life. Across from him is a statue of a young boy wearing Johnny's cap. By drawing continents, nations and peoples together with one continuous line of his etching tool, the boy describes Johnny's inspiring vision of a multicultural Canada.",Communications,/Pages/Johnny_Lombardi.html
238,43.642232,-79.374783,Joseph E. Atkinson (1865-1948),"If you were to walk into the Toronto Star building here at 1 Yonge Street, you would find on the wall of the lobby an Historic Sites and Monuments Board of Canada plaque. Here's what is says about the Star's influential owner: One of Canada's most influential newspapermen, Atkinson became managing editor of the Toronto Star in 1899, and its majority owner by 1913. Originally hired by supporters of Sir Wilfred Laurier, he sought to make the daily an instrument of social reform. His many and often sensational innovations changed the face of Canadian journalism, and made the Star Canada's largest circulation newspaper by the 1930s. A tough taskmaster in life, he generously bequeathed his fortune to the Atkinson Charitable Foundation, which endows an array of cultural, medical and educational institutions in Ontario.",Communications,/Pages/Joseph_E_Atkinson.html
239,43.651203,-79.364786,Kathleen Blake Coleman (1856-1915),"This Historic Sites and Monuments Board of Canada plaque can be seen on the north side of Front Street East, just west of Berkeley Street. Here's what it says: An innovative journalist, Coleman ran the ""Woman's Kingdom"" pages of the former Daily Mail and then Mail and Empire in Toronto, from 1889 to 1911. Writing as ""Kit,"" she attracted a wide following with her outspoken, witty, and irreverent style. The first American-accredited female war correspondent, she travelled to Cuba in 1898 to cover the Spanish-American War. In 1911, she launched the successful syndicated ""Kit's Column,"" delighting her readers with human-interest stories, travel, and feature articles. Refusing to limit her writing to traditional women's subjects, this pioneer broke gender barriers in journalism.",Communications,/Pages/Kathleen_Blake_Coleman.html
240,43.666995,-79.380684,Lord Thomson of Fleet 1894-1976,"An 1986 Toronto Historical Board plaque, attached to the wall here at 32 Monteith Street, has this to say: Roy Thomson, son of Herbert and Alice Thomson, was born in this house 5 June 1894. At the age of 13 he enrolled in a business college where he worked as a janitor to pay his fees. After a variety of jobs in several parts of Canada, he opened in 1931 Radio Station CFCH in North Bay. His vast publishing empire began in 1934 with the purchase of the Timmins Press. At the time of his elevation to the Peerage in 1964, he owned over 100 newspapers, including the Times of London, numerous other publications, and more than two dozen radio and television stations. In 1982, following the major financial contribution of the Thomson Family, Roy Thomson Music Hall opened, named in his honour.",Communications,/Pages/Lord_Thomson_of_Fleet.html
241,43.666461,-79.399282,119 St. George Street,"On the east side of St. George Street in front of Wordsworth College, at a crosswalk a short distance south of Bloor Street, is this 2012 plaque erected by the COTC Board of Trustees, with the support of the Ontario Heritage Trust. Here's what it says: Shortly before the outbreak of the Second World War in September 1939, this fine 1892 house was purchased by the Board of Governors for the University of Toronto Contingent, Canadian Officers Training Corps (COTC). Together with the Drill Hall built that summer, it provided accommodation for a headquarters and other facilities where, during six years of war and the uneasy peace which followed, thousands of University of Toronto students and graduates received their initial officer training before serving Canada overseas and at home.",Conflict,/Pages/119_St_George_Street.html
242,43.660662,-79.382679,1918 Anti-Greek Riots,"On the sidewalk in front of 433 Yonge Street, just south of Carlton Street, can be seen a 2016 Heritage Toronto plaque. Here's what it says. In August 1918, over 50,000 people participated in riots that injured hundreds and caused significant property damage. Many of the rioters were veterans, already frustrated with government treatment, angered by Greece's neutrality during the First World War, and resentful of the large number of Greeks with highly visible jobs.On August 2, a mob attacked the Greek owned White City Cafe near Yonge and College Streets in response to rumours that a veteran had been roughly treated there. The mob swelled to thousands and looted Greek businesses as far west as Queen Street and Roncesvalles Avenue. Toronto police and Exhibition Camp soldiers were call to end the riot, but stood by as the violence unfolded.Criticized for their inaction, the police responded with excessive force the next night, beating demonstrators with whips and batons. The presence of additional troops, and threats to penalize public gatherings, kept tensions high in the following days. The underlying conflicts remained unresolved beyond the end of the war, but the intense violence of August 2 and 3 was not repeated.",Conflict,/Pages/1918_Anti_Greek_Riots.html
243,43.76583,-79.421376,32 Pounder Cannon,"In York Cemetery, along a road at the southwest edge of Section 5 (where roads dividing Sections 5, 6, and 7 meet) can be seen this plaque. Here's what it says: This 32 pounder cannon was made at the ""Carron Works"" in Scotland in 1807, and is believed to have been part of the armament of H.M.S. St. Lawrence which was launched at Kingston Ontario in 1814.H.M.S. St. Lawrence had 3 decks, a complement of 1000 men and carried 112 guns of which 50 were 32 pounders. The tonnage of 2,304 tons made H.M.S. St. Lawrence the worlds largest fresh-water line-of-battle ship.",Conflict,/Pages/32_Pounder_Cannon.html
244,43.638342,-79.405092,The Battle of York 1813,"Did you know that in 1813, American soldiers attacked and occupied our city? This Ontario Heritage Trust plaque at the east end of the Fort York parking lot tells of that horrific time: Loyal residents of York (Toronto) were encouraged by early British victories in the War of 1812, but in 1813, they experienced first-hand the hardships of war. On the morning of April 27th, an American fleet appeared offshore and began to send 1,700 soldiers ashore two kilometres west of here. At first only a small force of Ojibwa warriors was in position to resist the landing. After fierce skirmishing the invaders advanced, overcoming defensive stands by outnumbered British and Canadian troops. As they closed in on the main garrison near here, the retreating British ignited a gunpowder storehouse. It exploded, killing 38 Americans and wounding 222 more. Victorious nonetheless, the Americans occupied York for six days. They looted and set buildings ablaze, including the Parliament Buildings.",Conflict,/Pages/Battle_of_York.html
245,43.63553,-79.403275,Ben Dunkelman 1913-1997,"This 2017 Heritage Toronto plaque can be found at the intersection of Remembrance Drive and Lake Shore Blvd. West, at the northeastern corner of Coronation Park a block west of Stadium Road. Here's what it says: Ben Dunkelman was a distinguished military officer, entrepreneur, and president of Tip Top Tailors, the menswear company founded by his father, David. Born and raised in Toronto, Ben Dunkelman fought with the Queen's Own Rifles of Canada regiment during the Second World War, earning a Distinguished Service Order medal for bravery on the battlefield. In 1948, he became a commander in the army fighting for the creation of the State of Israel. He returned to Toronto in 1949 with his wife Yael, whom he had married in Israel; they had six children. After Ben sold Tip Top Tailors in 1967, the couple operated, among other ventures, the Dunkelman Art Gallery in Yorkville and the popular Dunkelman's restaurant. In his later years, Dunkelman remained active at the Island Yacht Club, which he co-founded. Dunkelman recounted his early life and war service in his 1976 autobiography, Dual Allegiance.",Conflict,/Pages/Ben_Dunkelman.html
246,43.644336,-79.39431,Canada's First Victoria Cross,"On the northwest corner of Clarence Square Park on Spadina Avenue between King and Front streets is this Ontario Heritage Trust plaque about Alexander Dunn, recipient of Canada's first Victoria Cross. The text reads: Born in 1833 a short distance north of this site, Alexander Dunn was educated at Upper Canada College and at Harrow, England. In 1853 he was commissioned Lieutenant in the 11th Hussars. A participant in the charge of the Light Brigade at Balaclava on October 25th, 1854, he saved the lives of two of his regiment by cutting down their Russian attackers, and thus became Canada's first winner of the newly-created Victoria Cross. In 1858 Dunn helped to raise the 100th Royal Canadian Regiment, which he later commanded. In 1864 he transferred to the 33rd (Duke of Wellington's) Regiment, and four years later was accidentally killed while hunting in Abyssinia.",Conflict,/Pages/Canadas_First_Victoria_Cross.html
247,43.653652,-79.388323,Canadian Military Institute Building 1908,"In front of this 108-year-old building at 426 University Avenue is this 2006 Heritage Toronto plaque. (Note: As of July 2016, the plaque is no longer outside. It is currently in storage.) Here's what the plaque says: This is one of the few remaining early buildings on University Avenue. Across the street from the Armouries (demolished 1963), it was designed in the Beaux-Arts style for the Canadian Military Institute by Chadwick and Beckett, Architects. The façade was originally of brick and stone, with second-floor balconies (now closed in). Founded in 1890, the Institute was dedicated to the professional development of citizen Militia Officers, responsible for leading the under-funded Militia units that formed the bulk of the Canadian Army. It combined a place of collegiality with library, museum, and lecture facilities. Granted a ""Royal"" prefix in 1948, its membership now includes serving and retired officers, as well as interested civilians. The Royal Canadian Military Institute continues to be one of Canada's leading voices concerned with issues of defence, diplomacy, and peace.",Conflict,/Pages/Canadian_Military_Institute_Building.html
248,43.648994,-79.373474,The Colborne Street Theatre,"Inside a supermarket at 80 Front Street East, just east of Church Street, is this 2008 Bruce Bell History Project plaque which says: On this site once stood the Colborne Street Theatre a ramshackle former stable where, during the autumn of 1829 a murder took place that today is looked upon as one of the instigating moments that ultimately would lead to the Rebellion of 1837. Charles French an apprentice of William Lyon Mackenzie the publisher of the anti-establishment newspaper the Colonial Advocate, after attending an evening of songs at the Colborne Street Theatre, approached the town bully a man named Nolan who had influential connections to the all powerful Family Compact. Charles French in an attempt to show solidarity amongst the everyday citizens who were growing tired of the constant injustice wielded by the Family Compact drew his pistol and fired at Nolan hitting him on the right side. Nolan collapsed and died on this very spot as French scurried back to his lodgings at the Black Bull Tavern (still standing at Queen and Peter Streets) where he was arrested and hanged two weeks later.",Conflict,/Pages/Colborne_Street_Theatre.html
249,43.646254,-79.4181,Colonel James Givins,"In front of a school at 49 Givins Street stands this Ontario Heritage Trust plaque. Here's what it has to say: This school bears the name of, and is located on land formerly owned by, James Givens, who came to Canada after fighting on the British side during the American Revolution. In 1791 he was commissioned in the Queen's Rangers and subsequently served as Indian agent at York from 1797. Appointed Provincial Aide-de-Camp to General Brock during the War of 1812, he was highly commended for the courageous manner in which, in command of a small band of Indians, he resisted American invaders during the attack on York in 1813. He served as Chief Superintendent of the Indian Department in Upper Canada 1830-1837. He died in March, 1846, at 87 and is buried in St. James Cemetery, Toronto.",Conflict,/Pages/Colonel_James_Givins.html
250,43.66384,-79.49026,"Corporal Frederick George Topham, V.C.","This Ontario Heritage Trust plaque can be found in front of Runnymede Collegiate Institute on the east side of Jane Street just south of Dundas Street West. Here's what it says: Born in Toronto, Topham was educated here before working in the mines at Kirkland Lake. He enlisted on August 3, 1942, and served at home and abroad as a medical orderly. On March 24, 1945, while serving with the 1st Canadian Parachute Battalion, he defied heavy enemy fire to treat casualties sustained in a parachute drop east of the Rhine, near Wesel. Rejecting treatment for his own severe face wound, he continued to rescue the injured for six hours. While returning to his company, he saved three occupants of a burning carrier which was in danger of exploding. For these exceptional deeds, Topham was awarded the Victoria Cross, the highest decoration for valour in the British Commonwealth.",Conflict,/Pages/Corporal_Frederick_George_Topham1.html
251,43.71075,-79.30713,Corporal Frederick George Topham V.C.,"This Toronto Parks and Recreation plaque, located on the west side of the Topham Park Clubhouse at the corner of Westview Boulevard and Tiago Avenue, has this to say: Fred Topham was an early resident of East York, now part of the City of Toronto. On March 24, 1945, while serving as a medical orderly with the 1st Canadian Parachute Battalion, he defied heavy enemy fire to treat casualties sustained in a mass parachute assault east of Rhine River near Wesel Germany. Although painfully wounded himself, he continued to rescue the injured for six hours. While returning to his Company, he saved three occupants of a burning carrier which was in danger of exploding. For these exceptional deeds, Topham was awarded the Victoria Cross, the highest decoration for valour in the British Commonwealth. This park was named in honour of Fred Topham shortly after Canadian troops returned home following WWII.",Conflict,/Pages/Corporal_Frederick_George_Topham2.html
252,43.69768,-79.53371,"Cpl Frederick G. Topham, Victoria Cross","This plaque is located to the left just inside the entrance to Sanctuary Cemetery on the west side of Royal York Road between Lawrence Avenue/The Westway and Dixon Road. Here's what it says: 1st Canadian Parachute Battalion 24 March 1945 For his gallantry in the face of enemy fire on March 24, 1945, Corporal Fred Topham, 27, a medical orderly in the 1st Canadian Parachute Battalion, received the Victoria Cross, the Commonwealth's highest award for bravery on the field of battle. In one of the final engagements of World War II, his battalion had parachuted into a strongly-defended area east of the River Rhine. While treating casualties, Cpl Topham saw two medical orderlies killed while giving aid to another wounded man. Taking over from the dead orderlies under intense fire, Cpl Topham was shot in the face. Despite severe bleeding and pain, he dressed the soldier's wounds and carried him to safety. Refusing treatment for his own injury and continuing to disregard withering enemy small-arms, rifle and machine gun fire, Cpl Topham worked steadily to aid and bring in wounded men. Hours later, his own wound treated, despite being ordered to evacuate, he returned to duty, enroute coming across a Bren Gun Carrier which had received a direct hit. Enemy mortar bombs were landing, the carrier was burning fiercely and its ammunition was exploding. Regardless, while under fierce attack, he rescued the three occupants of the carrier. Although one died, Cpl Topham's actions undoubtedly saved the lives of the other two men. The Toronto-born soldier showed gallantry of the highest order. For six hours, most of the time in great pain, Cpl Fred Topham performed a sustained series of acts of outstanding bravery, and his magnificent and selfless courage inspired all those who witnessed it. Cpl Topham and his wife Mary are interred in Section A, 147C.",Conflict,/Pages/Cpl_Frederick_G_Topham.html
253,43.769622,-79.414598,David Gibson 1804-1864,"Hop the Yonge subway and travel north until you arrive at North York Centre station. From there walk a tiny bit west on Park Home Ave and there, on the north side, you will see, through a park, the arched entrance to the grounds of the David Gibson house. The house itself faces Yonge Street and in its past had great lawns and gardens reaching to that street. Here's what this Ontario Heritage Trust plaque on the site says: This building, a good example of an early Victorian farm-house was completed in 1851 by David Gibson. Born in Glamis Parish, Forfarshire, Scotland, Gibson emigrated to Upper Canada where, in 1825, he was appointed a Deputy Land Surveyor. He was an ardent supporter of William Lyon Mackenzie, and was twice elected as a Reform member to the provincial parliament. One of Mackenzie's chief lieutenants in the unsuccessful Rebellion of 1837, he fled to the United States. His house was burned by order of the Lieutenant-Governor, Francis Bond Head, and his property was made subject to forfeiture. Fully pardoned, he returned in 1848, and resumed his profession as surveyor. Later he was appointed as Inspector of Crown Land Agencies and Superintendent of Colonization Roads.",Conflict,/Pages/David_Gibson.html
254,43.630581,-79.42641,The Defence of York,"At the south end of the former Ontario Government building (now the Liberty Grand) at Exhibition Place, is this Historic Sites and Monuments Board of Canada plaque commemorating those who fell during a battle to defend Toronto in 1813. It reads as follows: Pro Patria. In memory of Captain Neal McNeal, Volunteer Donald Maclean, and the soldiers of the Royal Artillery, 8th Regiment, Royal Newfoundland Regiment, Glengarry Light Infantry, York and Durham Militia, and Indians, killed in action, and their comrades who fought here, facing fearful odds, in defence of the Capital of Upper Canada, 27th April, 1813.",Conflict,/Pages/Defence_of_York.html
255,43.692373,-79.335596,Dieppe Park,"At Dieppe Park in a grove of bushes on Cosburn Avenue across from Athlone Road can be found this City of Toronto plaque. Here's what it says: On August 19, 1942, six thousand allied troops embarked on 250 vessels from southern England on a daylight raid on the German occupied French resort town of Dieppe. Almost 5000 of these soldiers were young Canadian men.Of the Canadians who embarked on the raid, almost 4000 were killed, wounded or taken prisoner.Of the 1000 soldiers who returned to England, 600 of them were wounded.On January 11, 1943, East York Township Council renamed this site Dieppe Park. This plaque is a permanent memorial to honour the brave soldiers who fought and died for our country.",Conflict,/Pages/Dieppe_Park.html
256,43.656812,-79.355444,Don Bridge Battery,"At 51 Trolley Crescent, off Lower River Street, south of King Street East can be seen this 2013 Heritage Toronto plaque. Here's what it says:   During the War of 1812, an artillery battery stood near this site. In 1813, following American attacks on the Town of York in April and July of that year, the battery was built as part of the reconstruction of York's defences and to guard the bridge over the Don River leading to the town.The eastern defences were far less substantial than those built at the western approach to York because Ashbridges Bay and Toronto Island (then a peninsula) made it difficult for American navy vessels to support an attack from the east end of the harbour. Dismantled after 1815, all remaining traces of the battery were lost in later development.",Conflict,/Pages/Don_Bridge_Battery.html
257,43.619223,-79.48862,"Flight Lieutenant David Ernest Hornell, V.C.","Here on Victoria Street in Mimico, in front of a school named after him, is this Ontario Heritage Trust plaque which tells us about this Victoria Cross recipient. Here's what it says: Born in Toronto and educated in Mimico, Hornell enlisted with the Royal Canadian Air Force on January 8, 1941. He was commissioned Pilot Officer late that year. On June 24, 1944, while serving with 162 Squadron and stationed at Wick in northern Scotland, Hornell was on anti-submarine patrol in a twin-engined Canso when he and his eight-man crew sighted and attacked a German submarine. Heavy enemy fire quickly crippled the aircraft but Hornell persevered with skill and determination until the submarine had been destroyed. For his bravery during this action and the subsequent ordeal after abandoning the aircraft, Hornell was awarded the Victoria Cross, the British Commonwealth's highest award for valour. He died soon after being rescued.",Conflict,/Pages/Flight_Lieutenant_David_Ernest_Hornell.html
